#chr	gene_start	gene_end	strand	gene_name	promoter_start	promoter_end
chr19	23197877	23206499	-	CTD-2291D10.2	23205999	23207499
chr19	23229760	23244554	-	CTD-2291D10.1	23244054	23245554
chr19	23251275	23254278	-	CTD-2291D10.3	23253778	23255278
chr19	23258003	23283163	+	CTD-2291D10.4	23257003	23258503
chr19	23258012	23330021	+	ZNF730	23257012	23258512
chr19	23305990	23306890	-	RP11-369G6.3	23306390	23307890
chr19	23308467	23311345	+	RP11-369G6.2	23307467	23308967
chr19	23309371	23310594	-	SNX6P1	23310094	23311594
chr19	23386812	23387358	+	RP11-15H20.2	23385812	23387312
chr19	23404401	23433192	-	ZNF724P	23432692	23434192
chr19	23419110	23419653	+	RP11-15H20.3	23418110	23419610
chr19	23437855	23440741	-	RP11-15H20.5	23440241	23441741
chr19	23440057	23457034	-	RP11-15H20.7	23456534	23458034
chr19	23442708	23457053	-	RP11-15H20.6	23456553	23458053
chr19	23471422	23472147	+	VN1R90P	23470422	23471922
chr19	23473651	23473819	+	VN1R91P	23472651	23474151
chr19	23487793	23578362	-	ZNF91	23577862	23579362
chr19	23506770	23511903	+	CTB-176F20.3	23505770	23507270
chr19	23563119	23563678	+	CTB-175P5.1	23562119	23563619
chr19	23567332	23568095	+	CTB-175P5.2	23566332	23567832
chr19	23582035	23598877	-	CTB-175P5.4	23598377	23599877
chr19	23627064	23627991	+	VN1R92P	23626064	23627564
chr19	23675230	23695458	-	ZNF725P	23694958	23696458
chr19	23708433	23870022	-	ZNF675	23869522	23871022
chr19	23778924	23780961	+	RP11-359H18.2	23777924	23779424
chr19	23780143	23780394	+	RPS27P29	23779143	23780643
chr19	23785369	23785908	+	VN1R93P	23784369	23785869
chr19	23921997	23941693	-	ZNF681	23941193	23942693
chr19	23945746	24016116	+	RP11-255H23.2	23944746	23946246
chr19	23945807	24010937	+	RPSAP58	23944807	23946307
chr19	23981726	23982279	-	RP11-255H23.3	23981779	23983279
chr19	24000401	24057503	-	RP11-255H23.4	24057003	24058503
chr19	24097678	24127961	+	ZNF726	24096678	24098178
chr19	24101883	24140732	-	CTB-92J24.3	24140232	24141732
chr19	24110590	24112089	+	CTB-92J24.2	24109590	24111090
chr19	24118022	24118975	+	ZNF92P3	24117022	24118522
chr19	24216247	24249711	+	CTD-2017D11.1	24215247	24216747
chr19	24216276	24312654	+	ZNF254	24215276	24216776
chr19	24281227	24281782	-	CTD-2017D11.3	24281282	24282782
chr19	24345172	24346227	-	HAVCR1P1	24345727	24347227
chr19	28129391	28137391	-	CTB-151G24.1	28136891	28138391
chr19	28175488	28284848	-	LINC00662	28284348	28285848
chr19	28248092	28251757	-	CTC-459F4.1	28251257	28252757
chr19	28284371	28409771	+	CTC-459F4.3	28283371	28284871
chr19	28284396	28475892	+	LLNLF-65H9.1	28283396	28284896
chr19	28294446	28294968	+	CTC-459F4.6	28293446	28294946
chr19	28296331	28297113	-	SLC25A1P5	28296613	28298113
chr19	28303715	28387623	-	CTC-459F4.7	28387123	28388623
chr19	28340638	28380130	-	CTC-459F4.5	28379630	28381130
chr19	28393503	28475651	+	AC022153.1	28392503	28394003
chr19	28399264	28399462	-	CTC-459F4.8	28398962	28400462
chr19	28409851	28420278	+	AC005758.1	28408851	28410351
chr19	28473940	28474240	-	AC005357.1	28473740	28475240
chr19	28556174	28616337	+	CTD-2043I16.1	28555174	28556674
chr19	28785000	28804407	-	CTB-70G10.1	28803907	28805407
chr19	28807612	28877111	-	AC005780.1	28876611	28878111
chr19	28885758	28887335	-	AC093074.1	28886835	28888335
chr19	28909390	28920397	-	AC005307.1	28919897	28921397
chr19	28926295	29218684	-	AC005307.3	29218184	29219684
chr19	28982771	29123635	-	AC005616.1	29123135	29124635
chr19	29000145	29009635	+	AC005616.2	28999145	29000645
chr19	29093286	29139210	-	AC005394.1	29138710	29140210
chr19	29097595	29106136	+	AC079466.1	29096595	29098095
chr19	29281719	29283778	-	CTC-478M6.1	29283278	29284778
chr19	29360703	29370077	+	AC007795.1	29359703	29361203
chr19	29374337	29444152	+	AC011524.1	29373337	29374837
chr19	29383838	29386856	+	AC008991.1	29382838	29384338
chr19	29440344	29441107	-	AC011524.2	29440607	29442107
chr19	29451413	29455850	-	AC011524.3	29455350	29456850
chr19	29456038	29461781	+	LINC00906	29455038	29456538
chr19	29493462	29504862	+	CTD-2081K17.2	29492462	29493962
chr19	29698173	29704448	-	UQCRFS1	29703948	29705448
chr19	29704142	29706722	+	CTB-32O4.2	29703142	29704642
chr19	29777918	30016659	-	CTC-525D6.1	30016159	30017659
chr19	29938945	29939287	+	CTC-525D6.5	29937945	29939445
chr19	29980682	30017855	-	CTC-525D6.2	30017355	30018855
chr19	30017406	30055386	+	VSTM2B	30016406	30017906
chr19	30094924	30108144	+	POP4	30093924	30095424
chr19	30155963	30166364	+	PLEKHF1	30154963	30156463
chr19	30191721	30206364	-	C19orf12	30205864	30207364
chr19	30302805	30315215	+	CCNE1	30301805	30303305
chr19	30392603	30392776	-	CTD-2057D4.2	30392276	30393776
chr19	30412089	30412560	+	CTC-448F2.3	30411089	30412589
chr19	30414551	30506611	+	URI1	30413551	30415051
chr19	30447276	30447895	-	RPL9P32	30447395	30448895
chr19	30519648	30520823	-	CTC-448F2.4	30520323	30521823
chr19	30528192	30528318	+	TAF9P3	30527192	30528692
chr19	30528330	30529063	+	CTC-448F2.6	30527330	30528830
chr19	30710573	30719622	-	AC005597.1	30719122	30720622
chr19	30719197	31204445	+	ZNF536	30718197	30719697
chr19	31156181	31159554	-	CTC-565M22.1	31159054	31160554
chr19	31341882	31363414	+	CTC-400I9.2	31340882	31342382
chr19	31398106	31400062	+	CTC-400I9.1	31397106	31398606
chr19	31437488	31448098	+	CTC-400I9.3	31436488	31437988
chr19	31658422	31698569	+	CTC-439O9.3	31657422	31658922
chr19	31765851	31840453	-	TSHZ3	31839953	31841453
chr19	31839787	31908700	+	AC007796.1	31838787	31840287
chr19	31912903	31918208	+	AC008992.1	31911903	31913403
chr19	31956559	31957337	+	CTD-2050I18.2	31955559	31957059
chr19	32032945	32045703	+	CTD-2050I18.1	32031945	32033445
chr19	32078946	32086626	-	AC011525.2	32086126	32087626
chr19	32079102	32084687	+	AC011525.4	32078102	32079602
chr19	32377610	32399190	-	CTC-360P9.1	32398690	32400190
chr19	32413790	32436304	-	CTC-360P9.5	32435804	32437304
chr19	32456548	32457875	-	CTC-360P9.2	32457375	32458875
chr19	32458005	32516697	-	CTC-360P9.4	32516197	32517697
chr19	32516768	32547771	+	CTC-360P9.3	32515768	32517268
chr19	32592994	32596822	-	AC011518.1	32596322	32597822
chr19	32594489	32597443	+	AC011518.2	32593489	32594989
chr19	32836500	32878573	+	ZNF507	32835500	32837000
chr19	32880956	32896466	-	AC007773.2	32895966	32897466
chr19	32896449	32976801	+	DPY19L3	32895449	32896949
chr19	33071974	33078358	+	PDCD5	33070974	33072474
chr19	33087913	33167503	-	ANKRD27	33167003	33168503
chr19	33126984	33127381	+	RPS12P31	33125984	33127484
chr19	33157204	33164116	+	CTC-379B2.4	33156204	33157704
chr19	33166313	33169206	+	RGS9BP	33165313	33166813
chr19	33177995	33182656	-	CTD-2538C1.2	33182156	33183656
chr19	33182867	33204702	+	NUDT19	33181867	33183367
chr19	33209204	33210501	-	CTD-2538C1.3	33210001	33211501
chr19	33210659	33320483	+	TDRD12	33209659	33211159
chr19	33315048	33315411	-	CTD-2085J24.5	33314911	33316411
chr19	33321415	33360672	-	SLC7A9	33360172	33361672
chr19	33322201	33324074	+	CTD-2085J24.3	33321201	33322701
chr19	33366831	33369327	-	CTD-2085J24.4	33368827	33370327
chr19	33369902	33462897	-	CEP89	33462397	33463897
chr19	33454405	33454771	+	RPL31P60	33453405	33454905
chr19	33463115	33469128	+	C19orf40	33462115	33463615
chr19	33469499	33555794	-	RHPN2	33555294	33556794
chr19	33542421	33542607	+	CTC-461H2.2	33541421	33542921
chr19	33558081	33558339	+	CTC-461H2.3	33557081	33558581
chr19	33571786	33621448	+	GPATCH1	33570786	33572286
chr19	33622996	33666701	+	WDR88	33621996	33623496
chr19	33668509	33698694	+	LRP3	33667509	33669009
chr19	33668962	33669557	+	CTD-2540B15.10	33667962	33669462
chr19	33698035	33698545	+	CTD-2540B15.13	33697035	33698535
chr19	33699570	33716756	-	SLC7A10	33716256	33717756
chr19	33708723	33712076	+	CTD-2540B15.6	33707723	33709223
chr19	33774884	33776645	-	CTD-2540B15.12	33776145	33777645
chr19	33790840	33792074	+	CTD-2540B15.11	33789840	33791340
chr19	33790840	33793470	-	CEBPA	33792970	33794470
chr19	33792185	33792846	+	CTD-2540B15.7	33791185	33792685
chr19	33793763	33795960	+	CEBPA-AS1	33792763	33794263
chr19	33795942	33800293	+	CTD-2540B15.9	33794942	33796442
chr19	33831592	33832890	+	RPS3AP50	33830592	33832092
chr19	33851406	33852354	-	AKR1B1P7	33851854	33853354
chr19	33864236	33873592	+	CEBPG	33863236	33864736
chr19	33877856	34012700	-	PEPD	34012200	34013700
chr19	34046474	34048376	+	CTD-2329C7.2	34045474	34046974
chr19	34080112	34080594	-	RPL21P131	34080094	34081594
chr19	34112861	34264414	+	CHST8	34111861	34113361
chr19	34286838	34306668	+	KCTD15	34285838	34287338
chr19	34512564	34512800	+	RPS4XP23	34511564	34513064
chr19	34513561	34514332	-	RPS4XP20	34513832	34515332
chr19	34583445	34584215	-	RPS4XP21	34583715	34585215
chr19	34617878	34618328	+	CHCHD2P3	34616878	34618378
chr19	34663409	34720420	+	LSM14A	34662409	34663909
chr19	34745442	34846491	+	KIAA0355	34744442	34745942
chr19	34787181	34787645	-	RPL29P33	34787145	34788645
chr19	34839261	34850317	-	AC010504.2	34849817	34851317
chr19	34850385	34893061	+	GPI	34849385	34850885
chr19	34887220	34900269	+	RP11-618P17.4	34886220	34887720
chr19	34895289	34917073	+	PDCD2L	34894289	34895789
chr19	34917017	34919178	-	CTD-2588C8.8	34918678	34920178
chr19	34919257	34960853	+	UBA2	34918257	34919757
chr19	34971874	34997258	+	WTIP	34970874	34972374
chr19	35024332	35024989	-	RPS26P55	35024489	35025989
chr19	35033367	35036300	-	ZNF807	35035800	35037300
chr19	35067638	35068606	-	SCGB1B2P	35068106	35069606
chr19	35084234	35166604	-	SCGB2B2	35166104	35167604
chr19	35125749	35126622	+	CTD-2553L13.7	35124749	35126249
chr19	35129027	35131594	-	CTD-2553L13.4	35131094	35132594
chr19	35136567	35136975	+	SCGB2B3P	35135567	35137067
chr19	35168544	35177302	+	ZNF302	35167544	35169044
chr19	35225060	35233777	+	ZNF181	35224060	35225560
chr19	35248981	35264134	-	ZNF599	35263634	35265134
chr19	35270316	35270925	-	CTC-523E23.10	35270425	35271925
chr19	35279486	35323773	-	CTC-523E23.4	35323273	35324773
chr19	35302493	35305249	-	CTC-523E23.1	35304749	35306249
chr19	35316318	35316900	+	CTC-523E23.9	35315318	35316818
chr19	35328793	35346208	+	CTC-523E23.5	35327793	35329293
chr19	35340182	35351480	-	CTC-523E23.11	35350980	35352480
chr19	35357256	35357823	+	LOC401913	35356256	35357756
chr19	35382933	35389847	-	LINC00904	35389347	35390847
chr19	35393106	35395099	-	CTC-523E23.14	35394599	35396099
chr19	35395296	35395961	-	CTC-523E23.15	35395461	35396961
chr19	35396219	35399092	+	CTC-523E23.6	35395219	35396719
chr19	35414203	35417716	-	CTC-523E23.8	35417216	35418716
chr19	35417807	35436074	+	ZNF30	35416807	35418307
chr19	35447258	35454953	-	ZNF792	35454453	35455953
chr19	35485688	35517375	+	GRAMD1A	35484688	35486188
chr19	35489137	35491074	-	CTD-2527I21.7	35490574	35492074
chr19	35505865	35516239	-	CTD-2527I21.14	35515739	35517239
chr19	35521588	35531352	+	SCN1B	35520588	35522088
chr19	35527238	35527964	+	CTD-2527I21.9	35526238	35527738
chr19	35531410	35557475	+	HPN	35530410	35531910
chr19	35549963	35597208	-	HPN-AS1	35596708	35598208
chr19	35606732	35615228	+	FXYD3	35605732	35607232
chr19	35615417	35633355	-	LGI4	35632855	35634355
chr19	35629712	35634013	+	FXYD1	35628712	35630212
chr19	35629728	35642239	+	CTD-2527I21.4	35628728	35630228
chr19	35634154	35645204	+	FXYD7	35633154	35634654
chr19	35645633	35660786	+	FXYD5	35644633	35646133
chr19	35715703	35719632	-	FAM187B	35719132	35720632
chr19	35723194	35723906	-	AC002128.4	35723406	35724906
chr19	35739233	35758867	+	LSR	35738233	35739733
chr19	35742343	35744542	-	AC002128.5	35744042	35745542
chr19	35753749	35755707	+	AD000684.2	35752749	35754249
chr19	35759881	35770724	+	USF2	35758881	35760381
chr19	35771619	35776046	+	HAMP	35770619	35772119
chr19	35783028	35804707	+	MAG	35782028	35783528
chr19	35810164	35838258	+	CD22	35809164	35810664
chr19	35821746	35822823	+	U62631.5	35820746	35822246
chr19	35842445	35843367	+	FFAR1	35841445	35842945
chr19	35849362	35851387	+	FFAR3	35848362	35849862
chr19	35861831	35863855	+	GPR42	35860831	35862331
chr19	35873074	35874954	+	EEF1A1P7	35872074	35873574
chr19	35890413	35910287	+	AC002511.1	35889413	35890913
chr19	35914964	35915554	-	AC002511.2	35915054	35916554
chr19	35923859	35925544	-	AC002511.3	35925044	35926544
chr19	35934809	35942669	+	FFAR2	35933809	35935309
chr19	35978226	35986460	-	KRTDAP	35985960	35987460
chr19	35988122	36004560	-	DMKN	36004060	36005560
chr19	36014269	36019253	-	SBSN	36018753	36020253
chr19	36024314	36036218	+	GAPDHS	36023314	36024814
chr19	36031640	36036931	-	AD000090.2	36036431	36037931
chr19	36036497	36038428	+	TMEM147	36035497	36036997
chr19	36040945	36054560	-	ATP4A	36054060	36055560
chr19	36088809	36092403	+	AC002115.5	36087809	36089309
chr19	36099187	36103568	-	AC002115.9	36103068	36104568
chr19	36103646	36116251	+	HAUS5	36102646	36104146
chr19	36119932	36128588	+	RBM42	36118932	36120432
chr19	36132647	36135773	+	ETV2	36131647	36133147
chr19	36139125	36149763	+	COX6B1	36138125	36139625
chr19	36157715	36169367	+	UPK1A	36156715	36158215
chr19	36158850	36164193	-	UPK1A-AS1	36163693	36165193
chr19	36174680	36175103	-	AC002314.4	36174603	36176103
chr19	36195429	36207940	+	ZBTB32	36194429	36195929
chr19	36208921	36229779	+	KMT2B	36207921	36209421
chr19	36230058	36233354	-	IGFLR1	36232854	36234354
chr19	36230153	36236333	-	AD000671.6	36235833	36237333
chr19	36233365	36236346	-	U2AF1L4	36235846	36237346
chr19	36236015	36237911	+	PSENEN	36235015	36236515
chr19	36236579	36245420	+	AC002398.9	36235579	36237079
chr19	36237958	36244316	-	AC002398.11	36243816	36245316
chr19	36239262	36245420	+	LIN37	36238262	36239762
chr19	36245467	36246391	+	AC002398.12	36244467	36245967
chr19	36245469	36248980	-	HSPB6	36248480	36249980
chr19	36249044	36261930	+	C19orf55	36248044	36249544
chr19	36260046	36261930	-	AC002398.13	36261430	36262930
chr19	36265434	36279724	+	ARHGAP33	36264434	36265934
chr19	36279778	36288787	-	AC002398.5	36288287	36289787
chr19	36290890	36304201	-	PRODH2	36303701	36305201
chr19	36316866	36360189	-	NPHS1	36359689	36361189
chr19	36346763	36358011	+	KIRREL2	36345763	36347263
chr19	36358801	36370693	+	APLP1	36357801	36359301
chr19	36378555	36393205	-	NFKBID	36392705	36394205
chr19	36393382	36395279	+	HCST	36392382	36393882
chr19	36395303	36399197	-	TYROBP	36398697	36400197
chr19	36426260	36436669	+	LRFN3	36425260	36426760
chr19	36438017	36450094	+	AF038458.3	36437017	36438517
chr19	36448023	36448284	-	AF038458.4	36447784	36449284
chr19	36451414	36454965	+	AF038458.5	36450414	36451914
chr19	36486090	36487220	+	SDHAF1	36485090	36486590
chr19	36494209	36499695	-	SYNE4	36499195	36500695
chr19	36499540	36505137	-	AC002116.8	36504637	36506137
chr19	36500022	36505141	-	ALKBH6	36504641	36506141
chr19	36505410	36536874	+	AC002116.7	36504410	36505910
chr19	36505562	36524245	-	CLIP3	36523745	36525245
chr19	36525887	36545664	-	THAP8	36545164	36546664
chr19	36545783	36596008	+	WDR62	36544783	36546283
chr19	36602104	36604613	+	OVOL3	36601104	36602604
chr19	36604612	36606248	-	POLR2I	36605748	36607248
chr19	36605191	36616849	+	TBCB	36604191	36605691
chr19	36630477	36641255	+	CAPNS1	36629477	36630977
chr19	36634983	36639250	-	AD001527.7	36638750	36640250
chr19	36641824	36643771	-	COX7A1	36643271	36644771
chr19	36664308	36664755	-	AC002984.2	36664255	36665755
chr19	36673188	36737159	-	ZNF565	36736659	36738159
chr19	36705504	36729676	+	ZNF146	36704504	36706004
chr19	36795482	36803570	+	CTD-3162L10.1	36794482	36795982
chr19	36803969	36822620	-	LINC00665	36822120	36823620
chr19	36827162	36870101	-	ZFP14	36869601	36871101
chr19	36868930	36869734	+	CTD-3162L10.3	36867930	36869430
chr19	36870253	36871814	-	CTD-3162L10.4	36871314	36872814
chr19	36874022	36909558	-	ZFP82	36909058	36910558
chr19	36912438	36913436	+	CTD-3162L10.5	36911438	36912938
chr19	36936021	36980804	-	ZNF566	36980304	36981804
chr19	36980551	36981942	+	CTD-2630F21.1	36979551	36981051
chr19	36987818	36989061	-	CTBP2P7	36988561	36990061
chr19	37001597	37019562	-	ZNF260	37019062	37020562
chr19	37019220	37026137	+	AC092295.4	37018220	37019720
chr19	37025676	37096178	-	ZNF529	37095678	37097178
chr19	37063972	37085610	+	AC092295.7	37062972	37064472
chr19	37095719	37119499	+	ZNF382	37094719	37096219
chr19	37119695	37121092	+	CTD-3234P18.2	37118695	37120195
chr19	37128094	37157755	-	ZNF461	37157255	37158755
chr19	37176342	37178351	-	AC074138.3	37177851	37179351
chr19	37178514	37218603	+	ZNF567	37177514	37179014
chr19	37205285	37263727	-	ZNF850	37263227	37264727
chr19	37264055	37267980	+	CTD-2162K18.4	37263055	37264555
chr19	37264614	37266810	-	CTD-2162K18.3	37266310	37267810
chr19	37288420	37319017	+	CTD-2162K18.5	37287420	37288920
chr19	37308330	37341689	-	ZNF790	37341189	37342689
chr19	37341263	37403931	+	ZNF345	37340263	37341763
chr19	37379026	37407193	-	ZNF829	37406693	37408193
chr19	37392644	37393019	+	RPL31P61	37391644	37393144
chr19	37407231	37489602	+	ZNF568	37406231	37407731
chr19	37498759	37621216	+	ZNF420	37497759	37499259
chr19	37566015	37569507	-	CTD-2293H3.2	37569007	37570507
chr19	37582243	37583466	+	CTD-2293H3.1	37581243	37582743
chr19	37583921	37701414	-	CTC-454I21.3	37700914	37702414
chr19	37597636	37663643	-	ZNF585A	37663143	37664643
chr19	37619581	37632542	-	CTC-454I21.4	37632042	37633542
chr19	37672481	37709055	-	ZNF585B	37708555	37710055
chr19	37708828	37734828	+	ZNF383	37707828	37709328
chr19	37742814	37756437	+	AC012309.5	37741814	37743314
chr19	37756841	37762420	-	CTD-3220F14.1	37761920	37763420
chr19	37803739	37860267	+	HKR1	37802739	37804239
chr19	37828138	37828645	+	CTD-3220F14.2	37827138	37828638
chr19	37861963	37883968	+	ZNF527	37860963	37862463
chr19	37902057	37960177	-	ZNF569	37959677	37961177
chr19	37958487	37976260	+	ZNF570	37957487	37958987
chr19	37978901	37979554	+	CTD-2086O20.3	37977901	37979401
chr19	37988063	37997948	-	CTD-3064H18.1	37997448	37998948
chr19	37994808	37995367	-	CTD-3064H18.2	37994867	37996367
chr19	37997841	38039664	+	ZNF793	37996841	37998341
chr19	38036372	38040073	-	CTD-3064H18.4	38039573	38041073
chr19	38039816	38078249	+	ZNF571-AS1	38038816	38040316
chr19	38042308	38104998	+	ZNF540	38041308	38042808
chr19	38045684	38085673	-	ZNF571	38085173	38086673
chr19	38104650	38183238	-	ZFP30	38182738	38184238
chr19	38158652	38183223	-	ZNF781	38182723	38184223
chr19	38180766	38210089	-	CTD-2528L19.4	38209589	38211089
chr19	38184181	38184465	-	CTD-2528L19.3	38183965	38185465
chr19	38187264	38210691	-	ZNF607	38210191	38211691
chr19	38219487	38221544	-	CTD-2528L19.6	38221044	38222544
chr19	38226734	38307940	-	ZNF573	38307440	38308940
chr19	38270326	38283505	+	CTD-2554C21.1	38269326	38270826
chr19	38307999	38317278	+	CTD-2554C21.2	38306999	38308499
chr19	38314362	38345855	-	AC016582.2	38345355	38346855
chr19	38320191	38322797	+	CTD-2554C21.3	38319191	38320691
chr19	38375463	38397317	-	WDR87	38396817	38398317
chr19	38397868	38699012	+	SIPA1L3	38396868	38398368
chr19	38454493	38455430	+	CTC-244M17.1	38453493	38454993
chr19	38599140	38600173	-	CTC-450M9.1	38599673	38601173
chr19	38675016	38676905	+	CTB-102L5.7	38674016	38675516
chr19	38690476	38691574	+	CTB-102L5.8	38689476	38690976
chr19	38701646	38720354	-	DPF1	38719854	38721354
chr19	38734675	38783254	+	SPINT2	38733675	38735175
chr19	38741877	38747231	-	PPP1R14A	38746731	38748231
chr19	38779791	38795550	+	CTB-102L5.4	38778791	38780291
chr19	38794801	38795649	+	C19orf33	38793801	38795301
chr19	38795753	38807913	-	YIF1B	38807413	38808913
chr19	38810484	38819660	+	KCNK6	38809484	38810984
chr19	38822274	38822716	+	AC026806.2	38821274	38822774
chr19	38826415	38861589	+	CATSPERG	38825415	38826915
chr19	38852435	38853124	-	AC005625.1	38852624	38854124
chr19	38865176	38874464	+	PSMD8	38864176	38865676
chr19	38874905	38878722	-	GGN	38878222	38879722
chr19	38876162	38877399	+	AC005789.9	38875162	38876662
chr19	38879061	38886881	+	SPRED3	38878061	38879561
chr19	38888821	38890521	+	AC005789.11	38887821	38889321
chr19	38893775	38899728	+	FAM98C	38892775	38894275
chr19	38899695	38916945	-	RASGRP4	38916445	38917945
chr19	38924339	39078204	+	RYR1	38923339	38924839
chr19	39017594	39019195	-	AC067969.1	39018695	39020195
chr19	39026157	39027768	-	AC067969.2	39027268	39028768
chr19	39078281	39109522	-	MAP4K1	39109022	39110522
chr19	39086986	39092334	+	CTB-186G2.1	39085986	39087486
chr19	39109735	39127595	+	EIF3K	39108735	39110235
chr19	39138289	39222223	+	ACTN4	39137289	39138789
chr19	39174513	39184246	-	CTB-186G2.4	39183746	39185246
chr19	39220827	39260544	-	CAPN12	39260044	39261544
chr19	39228924	39230503	+	CTD-2540F13.2	39227924	39229424
chr19	39261611	39264132	-	LGALS7	39263632	39265132
chr19	39279851	39282389	+	LGALS7B	39278851	39280351
chr19	39292311	39304004	-	LGALS4	39303504	39305004
chr19	39306062	39322645	-	ECH1	39322145	39323645
chr19	39308111	39330818	-	AC104534.3	39330318	39331818
chr19	39310806	39313863	+	AC104534.2	39309806	39311306
chr19	39327028	39342987	-	HNRNPL	39342487	39343987
chr19	39335369	39336139	-	AC008982.2	39335639	39337139
chr19	39358470	39368919	-	RINL	39368419	39369919
chr19	39360799	39364403	+	CTC-360G5.6	39359799	39361299
chr19	39369197	39390502	-	SIRT2	39390002	39391502
chr19	39390340	39399533	+	NFKBIB	39389340	39390840
chr19	39399620	39402798	-	CTC-360G5.1	39402298	39403798
chr19	39405906	39440495	-	SARS2	39439995	39441495
chr19	39406044	39440495	-	CTC-360G5.8	39439995	39441495
chr19	39421188	39423802	+	MRPS12	39420188	39421688
chr19	39425976	39429272	-	CTC-360G5.9	39428772	39430272
chr19	39432044	39466550	-	FBXO17	39466050	39467550
chr19	39481354	39523425	-	FBXO27	39522925	39524425
chr19	39521076	39521963	+	CTB-189B5.3	39520076	39521576
chr19	39574553	39602133	+	PAPL	39573553	39575053
chr19	39616410	39673456	+	PAK4	39615410	39616910
chr19	39625522	39627103	-	CTC-218B8.3	39626603	39628103
chr19	39687601	39692524	+	NCCRP1	39686601	39688101
chr19	39693471	39694906	-	SYCN	39694406	39695906
chr19	39727073	39727933	-	IFNL3P1	39727433	39728933
chr19	39734246	39735646	-	IFNL3	39735146	39736646
chr19	39737773	39739219	-	IFNL4	39738719	39740219
chr19	39745556	39745909	-	MSRB1P1	39745409	39746909
chr19	39755022	39756457	+	CTC-246B18.12	39754022	39755522
chr19	39759154	39760732	+	IFNL2	39758154	39759654
chr19	39786965	39789313	+	IFNL1	39785965	39787465
chr19	39797208	39805976	-	LRFN1	39805476	39806976
chr19	39805291	39811498	-	CTC-246B18.8	39810998	39812498
chr19	39818993	39833012	-	GMFG	39832512	39834012
chr19	39832413	39832585	-	CTC-246B18.10	39832085	39833585
chr19	39833036	39876350	+	SAMD4B	39832036	39833536
chr19	39876492	39881835	-	PAF1	39881335	39882835
chr19	39881943	39891277	+	MED29	39880943	39882443
chr19	39897453	39900052	+	ZFP36	39896453	39897953
chr19	39903225	39919054	+	PLEKHG2	39902225	39903725
chr19	39916575	39919055	+	CTB-60E11.4	39915575	39917075
chr19	39923847	39926588	-	RPS16	39926088	39927588
chr19	39926796	39967310	+	SUPT5H	39925796	39927296
chr19	39971052	39984422	+	TIMM50	39970052	39971552
chr19	39989535	39999121	+	DLL3	39988535	39990035
chr19	40005753	40011326	+	SELV	40004753	40006253
chr19	40021630	40023494	-	EID2B	40022994	40024494
chr19	40023052	40025062	+	CTB-60E11.9	40022052	40023552
chr19	40025103	40025661	+	TDGF1P7	40024103	40025603
chr19	40028890	40030870	-	EID2	40030370	40031870
chr19	40043674	40045996	+	CTB-60E11.11	40042674	40044174
chr19	40074682	40077129	+	CTB-60E11.12	40073682	40075182
chr19	40079595	40079765	+	RPS29P24	40078595	40080095
chr19	40081621	40081791	+	RPS29P25	40080621	40082121
chr19	40088472	40088642	+	RPS29P26	40087472	40088972
chr19	40093164	40098116	+	LGALS13	40092164	40093664
chr19	40121940	40122086	-	AC005176.1	40121586	40123086
chr19	40129325	40133041	+	AC005176.2	40128325	40129825
chr19	40135142	40135252	+	AC005176.3	40134142	40135642
chr19	40146534	40151287	+	LGALS16	40145534	40147034
chr19	40170014	40177013	+	LGALS17A	40169014	40170514
chr19	40175884	40185217	+	AC093063.3	40174884	40176384
chr19	40184565	40186898	+	AC093063.2	40183565	40185065
chr19	40188544	40188713	+	AC006133.3	40187544	40189044
chr19	40194946	40200084	+	LGALS14	40193946	40195446
chr19	40221890	40228668	-	CLC	40228168	40229668
chr19	40267235	40276775	+	LEUTX	40266235	40267735
chr19	40315990	40324841	-	DYRK1B	40324341	40325841
chr19	40325098	40337054	-	FBL	40336554	40338054
chr19	40353963	40440533	-	FCGBP	40440033	40441533
chr19	40448563	40449634	-	CTC-471F3.4	40449134	40450634
chr19	40476912	40487348	+	PSMC4	40475912	40477412
chr19	40490041	40523514	+	ZNF546	40489041	40490541
chr19	40526292	40526948	+	CTC-471F3.6	40525292	40526792
chr19	40529291	40531409	-	CTC-471F3.5	40530909	40532409
chr19	40534167	40562116	-	ZNF780B	40561616	40563116
chr19	40554664	40596832	-	AC005614.5	40596332	40597832
chr19	40575059	40596845	-	ZNF780A	40596345	40597845
chr19	40596661	40600313	+	AC005614.3	40595661	40597161
chr19	40627218	40628075	-	VN1R96P	40627575	40629075
chr19	40697651	40721482	+	MAP3K10	40696651	40698151
chr19	40721965	40724306	-	TTC9B	40723806	40725306
chr19	40728115	40732597	-	CNTD2	40732097	40733597
chr19	40736224	40791443	-	AKT2	40790943	40792443
chr19	40779396	40781386	-	CTC-425O23.2	40780886	40782386
chr19	40825443	40854434	-	C19orf47	40853934	40855434
chr19	40854363	40886346	+	PLD3	40853363	40854863
chr19	40885178	40896094	-	HIPK4	40895594	40897094
chr19	40899675	40919273	-	PRX	40918773	40920273
chr19	40927499	40931932	-	SERTAD1	40931432	40932932
chr19	40946751	40950612	-	SERTAD3	40950112	40951612
chr19	40949343	40949994	+	CTC-492K19.4	40948343	40949843
chr19	40953696	40971747	-	BLVRB	40971247	40972747
chr19	40972148	41082370	+	SPTBN4	40971148	40972648
chr19	41082757	41097305	+	SHKBP1	41081757	41083257
chr19	41098789	41135725	+	LTBP4	41097789	41099289
